id,brand,name,assistant,version,model_scope,market,status,family,surface,trigger,modalities,context,referential_type,referential_modes,capabilities,action_result,limitations,evidence_ids,evidence_grade,flow_steps,media_ids,visual_status,video_status,verification_note,entry_evidence_grade,source_type,source_path,created_in,feature_id,feature_name,slide,source_urls
PIX-E009,pixel,Pixel 搜索栏 AI Mode,Google Search AI Mode,当前 Pixel Launcher 搜索文档,显示 AI Mode 快捷入口的 Pixel；官方仅称 selected locales，未列全机型。,AI Mode 快捷入口的指定地区；不可由美国页面泛化全球,地区/机型限定,桌面与搜索,主屏搜索框,在主屏搜索栏点击 AI Mode 快捷入口 → 输入问题,触控 | 文字,主屏搜索框,无指代,无指代,AI 搜索问答,AI 搜索问答,仅选定地区／语言,SRC-037,A,在主屏搜索栏点击 AI Mode 快捷入口 | 输入问题 | 查看答案并追问,,VISUAL_GAP_SOURCE_LINK_ONLY,VIDEO_GAP,截至2026-09-08逐项核对触发、机型与市场；新闻稿不用于替代操作证据。,,,,,PIX-F06,AI Mode与个人搜索,103,https://support.google.com/pixelphone/answer/15629302?hl=en
PIX-E028,pixel,Pixel11 Launcher 搜索个人内容,Pixel Launcher,截至2026-09-08专项支持页；具体版本见model_scope,专项页将Gmail、Clock、Messages、Drive、Photos等应用内容搜索列给Pixel11系列；不据此外推Pixel9/10。,随Launcher功能、账户与语言覆盖；非所有AI Mode支持地区都必然覆盖同样个人搜索。,地区/机型限定,桌面与搜索,主屏上滑后的应用抽屉搜索,在主屏向上滑动打开应用抽屉 → 点击搜索栏并输入要找的个人内容,触控,主屏上滑后的应用抽屉搜索,混合方式,混合方式,跨应用个人检索,跨应用个人检索,依来源所列语言/市场/机型开放；未真机复现。,SRC-037,A,在主屏向上滑动打开应用抽屉 | 点击搜索栏并输入要找的个人内容 | 在返回结果中选择对应应用项目,,VISUAL_GAP_SOURCE_LINK_ONLY,VIDEO_GAP,与PIX-E009网页AI Mode分开；不能把搜索栏所有结果一概称Gemini生成。,,,,,PIX-F06,AI Mode与个人搜索,103,https://support.google.com/pixelphone/answer/15629302?hl=en
PIX-E031,pixel,Google Lens 相机翻译,Google Lens,截至2026-09-08专项支持页；具体版本见model_scope,支持Google Lens的Pixel；不属于Pixel11独占功能。,Google Lens支持的语言与地区,地区/机型限定,原生应用 AI,Pixel 搜索栏 Lens,点击 Pixel 搜索栏的 Lens → 把相机对准文字并拍摄或选取图像,触控,Pixel 搜索栏 Lens,相机取景,相机取景,相机文字翻译,相机文字翻译,依来源所列语言/市场/机型开放；未真机复现。,PIX-QA-S013,A,点击 Pixel 搜索栏的 Lens | 把相机对准文字并拍摄或选取图像 | 选择 Translate 并查看译文,,VISUAL_GAP_SOURCE_LINK_ONLY,VIDEO_GAP,补遗漏或拆开不同入口；仅按列出的官方证据确认流程。,,,,,PIX-F07,Lens拍照翻译,103,https://support.google.com/pixelphone/answer/11209263
PIX-E010,pixel,截屏后 Pixel Screenshots 详情,Gemini / Gemini Intelligence,当前 Pixel Screenshots App,官方列 Pixel 9/10/11 主系列及相应Pro/XL/Fold，未列9a/10a；需要合格Google账户和AI模型下载。,澳、加、德、印、爱、日、马、新、英、美；英语、德语、日语,地区/机型限定,原生应用 AI,截屏缩略图／Pixel Screenshots,截取屏幕 → 点击左下角截图缩略图,系统主动,截屏缩略图／Pixel Screenshots,整屏隐式指代,整屏隐式指代 | 自动对象识别,截图记忆 | 建议动作,截图记忆；建议动作,需支持机型、Google 账号；仅处理安装/更新后解析的截图,SRC-038,A,截取屏幕 | 点击左下角截图缩略图 | 查看已处理的截图详情 | 按需添加到 collection 或选择建议动作,,VISUAL_GAP_SOURCE_LINK_ONLY,VIDEO_GAP,截至2026-09-08逐项核对触发、机型与市场；新闻稿不用于替代操作证据。,,,,,PIX-F08,Screenshots保存与检索,104,https://support.google.com/pixelphone/answer/15312581?hl=en
PIX-E011,pixel,Pixel Screenshots 自然语言检索,Gemini / Gemini Intelligence,当前 Pixel Screenshots App,同PIX-E010；不是所有Pixel系列，9a/10a未列。,澳、加、德、印、爱、日、马、新、英、美；英语、德语、日语,地区/机型限定,原生应用 AI,Pixel Screenshots 搜索,打开 Pixel Screenshots → 在底部输入自然语言查询,文字,Pixel Screenshots 搜索,无指代,无指代 | 对话指代,截图语义检索,截图语义检索,随设备、地区、语言和应用版本变化,SRC-038,A,打开 Pixel Screenshots | 在底部输入自然语言查询 | 查看匹配截图或答案 | 点击相关截图或动作芯片,,VISUAL_GAP_SOURCE_LINK_ONLY,VIDEO_GAP,截至2026-09-08逐项核对触发、机型与市场；新闻稿不用于替代操作证据。,,,,,PIX-F08,Screenshots保存与检索,104,https://support.google.com/pixelphone/answer/15312581?hl=en
PIX-E026,pixel,Screenshots 向 Gboard 提供截图建议,Pixel Screenshots / Gboard,截至2026-09-08专项支持页；具体版本见model_scope,支持Pixel Screenshots的Pixel9/10/11主系列及对应Pro/XL/Fold，以支持页枚举为准，不外推a系列。,英文、德文、日文；澳加德印爱日马新英美等支持页列出市场。,地区/机型限定,键盘与选中文本菜单,其他应用搜索框的 Gboard 建议,保存相关截图并等待 Pixel Screenshots 处理 → 打开 Maps 等兼容应用的搜索框,触控,其他应用搜索框的 Gboard 建议,混合方式,混合方式,截图内容自动填充建议,截图内容自动填充建议,建议在键盘初次显示时出现，开始输入后会消失；只针对兼容应用与已处理截图。,SRC-038,A,保存相关截图并等待 Pixel Screenshots 处理 | 打开 Maps 等兼容应用的搜索框 | 在键盘显示截图建议时点击候选,,VISUAL_GAP_SOURCE_LINK_ONLY,VIDEO_GAP,补遗漏或拆开不同入口；仅按列出的官方证据确认流程。,,,,,PIX-F08,Screenshots保存与检索,104,https://support.google.com/pixelphone/answer/15312581?hl=en
PIX-E012,pixel,Magic Cue 情境信息建议,Gemini / Gemini Intelligence,当前Magic Cue；与Pixel11 Proactive Assistance分开,Pixel10/Pro/XL/Fold：官方九国；Pixel11/Pro/XL/Fold在资格表中仅列英国。未列a系列。,Pixel10：澳、加、印、爱、日、马、新、英、美；Pixel11 Magic Cue：资格表列英国,地区/机型限定,通知／卡片／主动建议,聊天、电话、天气、搜索等 App,在支持的聊天、电话或搜索场景查看建议卡 → 点击需要的信息或长按查看建议来源,系统主动,聊天、电话、天气、搜索等 App,主动上下文,主动上下文 | 自动对象识别,情境信息找回,情境信息找回,账户资格正文存在personal/Workspace描述冲突，保守按18+个人账户；工作档案与Private Space不可用；不承诺每个场景出卡。,SRC-039,A,在支持的聊天、电话或搜索场景查看建议卡 | 点击需要的信息或长按查看建议来源 | 核对后使用信息,,VISUAL_GAP_SOURCE_LINK_ONLY,VIDEO_GAP,原表把所有Pixel11市场沿用Magic Cue不准确；Pixel11美加等新增Proactive Assistance记录。,,,,,PIX-F09,Magic Cue,104,https://support.google.com/pixelphone/answer/16508057?hl=en
PIX-E027,pixel,Proactive assistance 对话建议,Pixel Proactive assistance / Gemini,截至2026-09-08专项支持页；具体版本见model_scope,Pixel11、11Pro、11ProXL、11ProFold；18+个人Google账户，默认Gemini及Personal Intelligence启用。,澳大利亚、加拿大、印度、马来西亚、新加坡、美国：英语；日本：日语；不外推英国/EEA。,地区/机型限定,原生应用 AI,兼容消息应用内情境建议,在 Settings 打开 Proactive assistance 并选择允许的数据源 → 在兼容消息应用中打开相关对话,触控,兼容消息应用内情境建议,混合方式,混合方式,个人上下文建议,个人上下文建议,需主动启用；数据源可逐项关闭，工作账户不等同个人账户。,PIX-QA-S008,A,在 Settings 打开 Proactive assistance 并选择允许的数据源 | 在兼容消息应用中打开相关对话 | 出现情境建议时点击候选 | 核对带入的信息再继续回复或动作,,VISUAL_GAP_SOURCE_LINK_ONLY,VIDEO_GAP,与Magic Cue分开列：Pixel11英国按Magic Cue表，其他所列市场按Proactive帮助页。,,,,,PIX-F10,主动建议与At a Glance,104,https://support.google.com/pixelphone/answer/17579905?hl=en
PIX-E036,pixel,Proactive assistance At a Glance 情境卡,Pixel Proactive assistance,截至2026-09-08专项支持页；具体版本见model_scope,Pixel11系列；18+个人账户及Proactive资格同PIX-E027。,澳加印马新美英语、日本日语；英国不在此表。,地区/机型限定,通知／卡片／主动建议,Pixel11 主屏 At a Glance,完成 Proactive assistance 及相关数据源授权 → 进入符合条件的地点或日程情境,触控,Pixel11 主屏 At a Glance,混合方式,混合方式,地点相关个人信息建议,地点相关个人信息建议,与PIX-E027共享后台能力，作为另一呈现位置记录；不是额外一套模型或能力。,PIX-QA-S008,A,完成 Proactive assistance 及相关数据源授权 | 进入符合条件的地点或日程情境 | 查看 At a Glance 出现的提示 | 点击卡片核对相应信息,,VISUAL_GAP_SOURCE_LINK_ONLY,VIDEO_GAP,补遗漏或拆开不同入口；仅按列出的官方证据确认流程。,,,,,PIX-F10,主动建议与At a Glance,104,https://support.google.com/pixelphone/answer/17579905?hl=en
PIX-E015,pixel,Gboard Rambler 语音输入,Gemini / Gemini Intelligence,Pixel11当前Gboard Rambler,Pixel11系列；最新版Gboard默认键盘且有麦克风权限；完整功能联网，离线仅部分功能。,支持国家及文档列出的语言；本页语种清单未列中文，不可宣称中文Rambler,地区/机型限定,键盘与选中文本菜单,Gboard,点击文本框调出 Gboard → 点击麦克风并自然口述,语音 | 触控,Gboard,无指代,无指代 | 对话指代,语音整理为文本 | 语音改写,语音整理为文本；语音改写,Pixel 11，国家／语言与年龄限制,PIX-QA-S005,A,点击文本框调出 Gboard | 点击麦克风并自然口述 | 点击 Done 或松开按住的麦克风 | 检查写入文本并按需口述修改,MED-V026,有界面/功能示意（见媒体边界）,LOCAL_CLIP,原表的点击麦克风不足以区分标准听写；补Rambler模式、停止动作及非实时逐字反馈。,,,,,PIX-F11,Gboard Rambler语音,105,https://support.google.com/pixelphone/answer/17468539?hl=en | https://storage.googleapis.com/gweb-uniblog-publish-prod/original_videos/Rambler-animation-1.mp4
PIX-E017,pixel,Gboard Writing tools,Gemini / Gemini Intelligence,Pixel11当前Gboard Writing tools,Pixel11系列、默认Gboard、最新版；个人上下文需用户开启，使用Private AI Compute；不等于完全离线。,支持国家/地区但排除EEA；支持简繁中文等不等于中国大陆可用,地区/机型限定,键盘与选中文本菜单,Gboard,在 Gboard 文本框写入草稿 → 点击 Writing tools,触控 | 文字,Gboard,文本选择,文本选择,文本改写 | 生成草稿,文本改写；生成草稿,Suggested与Smart reply需Personalized suggestions；Google Messages折叠屏展开模式有排除；过长文字可能自动缩短选区。,PIX-QA-S001,A,在 Gboard 文本框写入草稿 | 点击 Writing tools | 选择改写风格或 Describe your edit | 检查候选并点击 Use this | 如需恢复点击 Undo,PX26-01,VISUAL_GAP_SOURCE_LINK_ONLY,VIDEO_GAP,Google Android/Gboard官方演示，非Pixel11实机，机型/系统版本未标。采用Professional文本后恢复键盘；Undo仅可见，未撤销或发送。,,,,,PIX-F12,Gboard Writing tools,107,https://support.google.com/pixelphone/answer/17470061?hl=en | https://www.android.com/intl/en-US_us/new-features-on-android/
PIX-E016,pixel,Gboard Sign-to-text：ASL 转英文,Gemini / Gemini Intelligence,Pixel11当前Gboard,Pixel11；最新版Gboard且键盘语言en-US或en-CA，必须授权相机；使用SL2T。,本轮仅证实ASL到英语；不是中国手语或通用手语,地区/机型限定,辅助功能,Gboard 相机输入,在文本框调出 Gboard → 点击工具栏或菜单中的 Sign-to-text,系统主动,Gboard 相机输入,相机取景,相机取景,ASL转英文文本,ASL转英文文本,Pixel 11 与支持语言,PIX-QA-S006,A,在文本框调出 Gboard | 点击工具栏或菜单中的 Sign-to-text | 让前置相机看清双手、上半身与脸并开始打手语 | 将手移出画面表示结束 | 点击 Sign-to-text 返回键盘并核对文本,,VISUAL_GAP_SOURCE_LINK_ONLY,VIDEO_GAP,截至2026-09-08逐项核对触发、机型与市场；新闻稿不用于替代操作证据。,,,,,PIX-F13,手语转文字入口,105,https://support.google.com/pixelphone/answer/17468449?hl=en-AU
PIX-E038,pixel,Live Transcribe手语转文字,,Pixel11系列 / 2026-08官方说明,,ASL至英语；以当地功能可用性为准,地区/机型限定,,,Live Transcribe内使用sign-to-text,,,无指代,无指代,,,照片是Pixel11 Pro Fold展开布局；不能代表直板或Gboard相同布局。,,,打开Live Transcribe并切到手语输入 | 对前摄使用ASL | 查看转写；退出具体控件待实测,,,,,,,,,PIX-F13,手语转文字入口,105,https://blog.google/products-and-platforms/devices/pixel/american-sign-language-sign-to-text-pixel-11/
PIX-E020,pixel,Recorder 转写摘要,Gemini / Gemini Intelligence,当前Recorder文档；不以Pixel硬件规格表代替操作证据,摘要Pixel8+；英、普通话、印地、意、法、德、日语转写；某些语言需联网，不能统称纯端侧。,按Recorder摘要语言及服务资格,地区/机型限定,原生应用 AI,Recorder,在 Recorder 打开已保存录音 → 进入 Transcript,触控,Recorder,自动对象识别,自动对象识别,录音转写摘要,录音转写摘要,文档称约5分钟到1小时语音，实际按语种和密度变；短录音可能不满足。,PIX-QA-S010,A,在 Recorder 打开已保存录音 | 进入 Transcript | 按首次提示启用并点击 Summarize | 展开摘要并回听对应录音,,VISUAL_GAP_SOURCE_LINK_ONLY,VIDEO_GAP,截至2026-09-08逐项核对触发、机型与市场；新闻稿不用于替代操作证据。,,,,,PIX-F14,Recorder摘要,106,https://support.google.com/pixelphone/answer/16267698?hl=en
PIX-E018,pixel,Phone 手动 Call Screen,Gemini / Gemini Intelligence,当前Phone by Google文档,支持Call Screen的Pixel；手动需支持国家的SIM，自动是否可用依机型/漫游等。,手动：澳、加、法、德、印、爱、意、日、西、英、美；自动：澳、加、爱、英、美,地区/机型限定,原生应用 AI,来电界面,收到来电时点击 Screen call → 阅读实时转写,触控,来电界面,主动上下文,主动上下文,来电筛选,来电筛选,自动／手动可用国家不同；需当地 SIM,SRC-040,A,收到来电时点击 Screen call | 阅读实时转写 | 选择建议回复或接听、挂断,,VISUAL_GAP_SOURCE_LINK_ONLY,VIDEO_GAP,自动筛选另列配置分支，不把系统筛选过程算成用户主动动作。,,,,,PIX-F15,Call Screen筛选来电,108,https://support.google.com/pixelphone/answer/9118387?hl=en
PIX-E019,pixel,Take a Message 留言与AI下一步,Gemini / Gemini Intelligence,当前Take a Message,基础含转写通常Pixel6+；印度限Pixel10+；AI Call Actions仅Pixel9+且指定五国。,转写：澳、加、法、德、印(限机型)、爱、意、日、西、英、美；AI下一步仅澳、加、爱、英、美,地区/机型限定,原生应用 AI,未接／拒接电话,未接或拒接来电后查看 Taking a Message 通知 → 按需点击 Answer 加入,系统主动,未接／拒接电话,主动上下文,主动上下文 | 自动对象识别,来电留言 | 转写 | 下一步建议,来电留言；转写；下一步建议,部分其他市场只有音频；关机、无信号、漫游等可转运营商语音信箱，不能保证总有转写/下一步。,PIX-QA-S002,A,未接或拒接来电后查看 Taking a Message 通知 | 按需点击 Answer 加入 | 在 Phone 的 Home 打开该通话 | 查看录音/转写和可用的下一步建议,,VISUAL_GAP_SOURCE_LINK_ONLY,VIDEO_GAP,截至2026-09-08逐项核对触发、机型与市场；新闻稿不用于替代操作证据。,,,,,PIX-F16,Take a Message留言,108,https://support.google.com/pixelphone/answer/16515613?hl=en
PIX-E029,pixel,Phone Live Translate／Voice Translate,Pixel Phone Live Translate,截至2026-09-08专项支持页；具体版本见model_scope,Pixel10及后续受支持系列；Pixel10界面称Voice Translate，Pixel11称Live Translate，具体机型含Fold/a按帮助页。,支持的语言与英语配对；不宣称任意语种两两互译。,地区/机型限定,原生应用 AI,Phone 通话内 Call Assist,开始或接听电话 → 点击 Call Assist 并选择 Live Translate,触控,Phone 通话内 Call Assist,混合方式,混合方式,通话实时翻译,通话实时翻译,官方说明本地处理且不保存整段对话；与PIX-E024文字翻译分开。,PIX-QA-S003,A,开始或接听电话 | 点击 Call Assist 并选择 Live Translate | 选择对方语言并点击 Done | 听取翻译，必要时在通话工具中停止,AU23-01,相关应用内操作阶段有录屏；独立触发分支仍按说明,LOCAL_MP4_PHASE_EVIDENCE,补遗漏或拆开不同入口；仅按列出的官方证据确认流程。,,,,,PIX-F17,电话语音翻译,109,https://support.google.com/pixelphone/answer/16477051?hl=en | https://au-sp-taiken.jp/google-pixel-10/myvoice/
PIX-E024,pixel,Pixel Live Translate 文字会话,Pixel Live Translate,当前Live Translate文字流程,Pixel6及以后文字翻译；Phone语音翻译Pixel10+，媒体翻译Pixel11+，已拆增。,支持App、语种与地区,地区/机型限定,原生应用 AI,兼容消息应用文字翻译,打开支持聊天App的外语消息 → 点击翻译提示芯片,系统主动,兼容消息应用文字翻译,主动上下文,主动上下文,消息文本翻译,消息文本翻译,设备、语言和地区限制,PIX-QA-S013,A,打开支持聊天App的外语消息 | 点击翻译提示芯片 | 在下拉菜单调整双方语言 | 点击语言气泡切换原文/译文,,VISUAL_GAP_SOURCE_LINK_ONLY,VIDEO_GAP,原“通话或会话中开启翻译”过度合并；新增PIX-E029/030保留其他两类。,,,,,PIX-F18,聊天与媒体Live Translate,108,https://support.google.com/pixelphone/answer/11209263
PIX-E030,pixel,视频播放中的媒体 Live Translate,Pixel Live Translate,截至2026-09-08专项支持页；具体版本见model_scope,Pixel11系列媒体翻译；不可用文字翻译Pixel6+门槛外推。,依媒体翻译支持语言与市场,地区/机型限定,原生应用 AI,兼容视频上方的翻译按钮,在 YouTube 等兼容应用播放支持视频 → 点击视频上方出现的翻译入口,触控,兼容视频上方的翻译按钮,混合方式,混合方式,媒体语音翻译,媒体语音翻译,支持清晰主要说话人的指定内容；音乐与多声源不能据此保证可译。,PIX-QA-S013 | SRC-035,A,在 YouTube 等兼容应用播放支持视频 | 点击视频上方出现的翻译入口 | 选择目标语言并继续观看,,VISUAL_GAP_SOURCE_LINK_ONLY,VIDEO_GAP,补遗漏或拆开不同入口；仅按列出的官方证据确认流程。,,,,,PIX-F18,聊天与媒体Live Translate,108,https://support.google.com/pixelphone/answer/11209263 | https://blog.google/products-and-platforms/devices/pixel/pixel-11-features/
PIX-E022,pixel,Pixel Camera Magic Capture,Gemini / Gemini Intelligence,Pixel11 Camera,Pixel11/Pro/XL/Pro Fold；Video Boost仅Pro/XL/Pro Fold，每次需开启；不泛化Pixel10。,按Pixel11销售及功能支持地区,地区/机型限定,原生应用 AI,Pixel Camera,打开 Camera → 在底部模式滑条选 Magic Capture,触控 | 视觉,Pixel Camera,相机取景,相机取景 | 自动对象识别,自动拍摄会话,自动拍摄会话,Pixel 11；需用户主动启动会话,PIX-QA-S007,A,打开 Camera | 在底部模式滑条选 Magic Capture | 对准场景并点击快门 | 点击 Stop 结束 | 查看保存的照片和视频,,VISUAL_GAP_SOURCE_LINK_ONLY,VIDEO_GAP,截至2026-09-08逐项核对触发、机型与市场；新闻稿不用于替代操作证据。,,,,,PIX-F19,Magic Capture,110,https://support.google.com/pixelcamera/answer/17402963?hl=en-GB
PIX-E033,pixel,Google Photos 单张照片 Ask,Ask Photos / Gemini,截至2026-09-08专项支持页；具体版本见model_scope,满足Ask Photos资格的Android版Google Photos账户；非Pixel独占。,按Ask Photos当前推出国家和语言；不把Pixel型号当唯一资格。,地区/机型限定,原生应用 AI,Google Photos 已备份照片,打开 Google Photos 中已备份的照片 → 点击 Ask,触控,Google Photos 已备份照片,点击对象,点击对象,照片问答,照片问答,Ask Photos为逐步开放功能，需账户、年龄及相关设置；与PIX-E021编辑入口分开。,PIX-QA-S012,A,打开 Google Photos 中已备份的照片 | 点击 Ask | 输入或说出照片相关问题 | 查看回答并按需追问,,VISUAL_GAP_SOURCE_LINK_ONLY,VIDEO_GAP,补遗漏或拆开不同入口；仅按列出的官方证据确认流程。,,,,,PIX-F20,Google Photos问答与编辑,110,https://support.google.com/photos/answer/15318661?co=GENIE.Platform%3DAndroid&hl=en
PIX-E037,pixel,Google Photos Edit with Ask Photos,,2026年6月Pixel Drop；Pixel 6及更新机型；特定市场与语言,,英国、德国、法国、西班牙、意大利等支持市场,地区/机型限定,,,照片进入编辑，使用Ask Photos描述编辑要求,,,混合方式,自动对象识别 | 对话指代,,,本图为官方编辑示例；单张照片问答是另一入口分支。,,,打开照片编辑 | 输入编辑要求并生成 | 核对预览并按需保存,,,,,,,,,PIX-F20,Google Photos问答与编辑,110,https://blog.google/products-and-platforms/devices/pixel/june-2026-pixel-drop/
SAM-E001,samsung,Hey Google 唤醒 Gemini,Google Gemini,按当前专项文档与机型核验，不统一设One UI8.5,装有Google服务且符合Gemini条件的Galaxy手机；Google App为默认助理并选择Gemini。,以Samsung美国支持站所列海外版本为证；地区、运营商、语言和型号影响功能，中国大陆版未由本轮证实。,地区/机型限定,语音唤醒,系统全局,说出 Hey Google → 口述任务,语音,系统全局,无指代,无指代 | 对话指代,Gemini问答,Gemini问答,随设备、地区、语言和应用版本变化,SRC-036,A,说出 Hey Google | 口述任务 | 查看 Gemini 结果,,VISUAL_GAP_SOURCE_LINK_ONLY,VIDEO_GAP,截至2026-09-08核对官方正文；机型、系统和App版本分别限定。,,,,,SAM-F01,侧键/语音Gemini与Bixby,112,https://support.google.com/gemini/answer/14554984?hl=en-GB
SAM-E002,samsung,长按侧键启动 Gemini,Google Gemini,One UI7/8操作页中的Gemini路径；后续版本需看侧键设置,支持侧键Gemini配置的海外Galaxy，例如S25系列；需Google/Gemini资格。,以Samsung美国支持站所列海外版本为证；地区、运营商、语言和型号影响功能，中国大陆版未由本轮证实。,地区/机型限定,物理按键,机身侧键,长按已配置的侧键 → 在 Gemini 覆盖层输入或口述任务,触控/按键,机身侧键,无指代,无指代 | 整屏隐式指代 | 对话指代,Gemini问答 | Connected Apps动作,Gemini问答；Connected Apps动作,随设备、地区、语言和应用版本变化,SRC-047,A,长按已配置的侧键 | 在 Gemini 覆盖层输入或口述任务 | 查看结果,,VISUAL_GAP_SOURCE_LINK_ONLY,VIDEO_GAP,截至2026-09-08核对官方正文；机型、系统和App版本分别限定。,,,,,SAM-F01,侧键/语音Gemini与Bixby,112,https://www.samsung.com/us/support/answer/ANS10004612/
SAM-E003,samsung,Hi Bixby 语音入口,Bixby,S26/One UI8.5文档；旧Bixby入口早已存在,支持Bixby语音的Galaxy；此处的新理解能力按S26及已适配版本。,以Samsung美国支持站所列海外版本为证；地区、运营商、语言和型号影响功能，中国大陆版未由本轮证实。,地区/机型限定,语音唤醒,系统语音唤醒,说出 Hi Bixby → 描述想找的设置或问题,语音 | 触控/按键,系统语音唤醒,无指代,无指代 | 主动上下文,设备设置问答,设备设置问答,新版 Bixby One UI 8.5 首批仅部分市场,SRC-069,A,说出 Hi Bixby | 描述想找的设置或问题 | 查看 Bixby 回答或设置结果,MED-V030 | MED-V031,有界面/功能示意（见媒体边界）,LOCAL_CLIP,旧SRC-048抓取失败；改用直接支持页，侧键入口新增SAM-E038。,,,,,SAM-F01,侧键/语音Gemini与Bixby,112,https://www.samsung.com/us/support/answer/ANS10010424/ | https://img.global.news.samsung.com/global/wp-content/uploads/2026/02/19194222/Samsung-Mobile-Samsung-Introduces-the-New-Bixby-in-One-UI-8.5_Main1_final.gif | https://img.global.news.samsung.com/global/wp-content/uploads/2026/02/19194239/Samsung-Mobile-Samsung-Introduces-the-New-Bixby-in-One-UI-8.5_Main2_final.gif
SAM-E038,samsung,长按侧键启动 Bixby,Bixby,截至2026-09-08专项支持页；具体版本见model_scope,提供Bixby侧键选项的Galaxy；按当前S26帮助页核验，其他机型设置可能不同。,以Samsung美国支持站所列海外版本为证；地区、运营商、语言和型号影响功能，中国大陆版未由本轮证实。,地区/机型限定,物理按键,侧键长按,长按已配置为 Bixby 的侧键 → 说出请求,触控,侧键长按,混合方式,混合方式,Bixby问答与设备控制,Bixby问答与设备控制,依来源所列语言/市场/机型开放；未真机复现。,SRC-069,A,长按已配置为 Bixby 的侧键 | 说出请求 | 查看结果并按需继续追问,,VISUAL_GAP_SOURCE_LINK_ONLY,VIDEO_GAP,SAM-E003只保留语音，实体按键为独立触发；不能宣称一个默认长按同时启动Gemini和Bixby。,,,,,SAM-F01,侧键/语音Gemini与Bixby,112,https://www.samsung.com/us/support/answer/ANS10010424/
SAM-E004,samsung,Gemini Live 相机共享,Google Gemini,按当前专项文档与机型核验，不统一设One UI8.5,支持Gemini Live的海外Galaxy；应用/账户及年龄条件同Google Live文档；具体模型未标明。,以Samsung美国支持站所列海外版本为证；地区、运营商、语言和型号影响功能，中国大陆版未由本轮证实。,地区/机型限定,相机实景,Gemini Live,长按侧键唤起 Gemini → 点击 Live,触控/按键 | 触控 | 视觉,Gemini Live,混合方式,混合方式 | 相机取景 | 整屏隐式指代 | 对话指代,实时实景对话,实时实景对话,随设备、地区、语言和应用版本变化,PIX-QA-S009 | SRC-047,A,长按侧键唤起 Gemini | 点击 Live | 点击相机并授权 | 对准目标并提问 | 停止共享或结束 Live,,VISUAL_GAP_SOURCE_LINK_ONLY,VIDEO_GAP,屏幕共享与相机分开；新增SAM-E042屏幕共享。,,,,,SAM-F02,Gemini Live相机与屏幕,112,https://support.google.com/gemini/answer/15274899?hl=en | https://www.samsung.com/us/support/answer/ANS10004612/
SAM-E042,samsung,Gemini Live 共享屏幕,Google Gemini Live,截至2026-09-08专项支持页；具体版本见model_scope,满足Gemini Live资格的兼容Galaxy Android手机；不是Galaxy AI机型表自动授予。,Gemini Live支持国家、语言与账户；本轮未证实中国大陆版。,地区/机型限定,原生应用 AI,Gemini Live > Share screen,唤起 Gemini 并进入 Live → 点击屏幕共享并确认系统提示,触控 | 语音 | 屏幕共享,Gemini Live > Share screen,混合方式,混合方式,连续屏幕问答,连续屏幕问答,需通知权限；静音不等于停止共享。锁屏/暂停会停止分享，重开需重新启用。,PIX-QA-S009 | SRC-047,A,唤起 Gemini 并进入 Live | 点击屏幕共享并确认系统提示 | 切到要讨论的应用并提出问题 | 点击停止共享结束屏幕输入,,VISUAL_GAP_SOURCE_LINK_ONLY,VIDEO_GAP,补遗漏或拆开不同入口；仅按列出的官方证据确认流程。,,,,,SAM-F02,Gemini Live相机与屏幕,112,https://support.google.com/gemini/answer/15274899?hl=en | https://www.samsung.com/us/support/answer/ANS10004612/
SAM-E005,samsung,Circle to Search 导航长按,Circle to Search with Google,支持文档列Android14/One UI6.1+，仍限指定设备,兼容Circle to Search的Galaxy手机；S Pen仅在支持S Pen的型号可用。,以Samsung美国支持站所列海外版本为证；地区、运营商、语言和型号影响功能，中国大陆版未由本轮证实。,地区/机型限定,导航条／Home,Home／底部导航条,长按 Home 或手势导航条 → 圈选或点选目标,触控/按键,Home／底部导航条,混合方式,混合方式 | 整屏隐式指代 | 自动对象识别 | 圈选／框选,屏幕视觉搜索,屏幕视觉搜索,需要联网；受保护/禁止截屏的应用不支持；不把搜索成功或识别精度视为保证。,SRC-046,A,长按 Home 或手势导航条 | 圈选或点选目标 | 上滑查看搜索结果 | 点击结果或补充查询,CTS20-01 | CTS20-02,LOCAL_VIDEO_FRAMES,LOCAL_MP4,截至2026-09-08核对官方正文；机型、系统和App版本分别限定。,,,,,SAM-F03,Circle to Search,113,https://www.samsung.com/us/support/answer/ANS10000939/ | https://www.youtube.com/watch?v=L8vPy0N9waA | https://www.youtube.com/watch?v=lKNTJKnoKwM
